,Age,Hours_per_week,Workclass_cat_new,Education_cat_new,Marital_Status_cat_new,Occupation_cat,Race_cat,Sex_cat,Income
4545,44,12,2,1,2,2,4,1,<=50K
4546,55,40,2,6,2,9,4,1,>50K
4547,34,40,2,1,2,0,4,1,>50K
4548,33,40,2,3,2,9,4,1,>50K
4549,36,55,2,1,1,3,4,1,<=50K
4550,25,40,2,6,1,0,4,0,<=50K
4551,28,40,2,1,1,11,4,1,<=50K
4552,39,55,2,1,2,11,4,1,>50K
4553,47,45,2,6,0,3,0,0,<=50K
4554,49,60,0,7,0,3,4,1,<=50K
4555,22,40,2,6,1,5,0,1,<=50K
4556,31,40,2,1,1,0,4,1,<=50K
4557,44,80,0,1,0,7,4,1,<=50K
4558,19,40,2,6,1,9,4,1,<=50K
4559,37,40,0,6,0,2,4,1,<=50K
4560,23,25,2,1,1,5,4,1,<=50K
4561,44,65,2,0,2,9,4,1,>50K
4562,54,35,1,6,2,7,4,0,<=50K
4563,23,38,2,6,2,2,4,1,<=50K
4564,21,10,2,1,1,7,4,0,<=50K
4565,19,25,1,1,1,9,4,1,<=50K
4566,51,20,2,1,2,2,4,1,>50K
4567,41,50,2,1,2,3,4,1,>50K
4568,61,18,2,1,2,12,4,1,>50K
4569,19,40,0,4,4,0,0,0,<=50K
4570,22,40,2,1,1,11,4,1,<=50K
4571,22,40,2,6,1,7,4,0,<=50K
4572,49,32,2,5,2,9,4,1,<=50K
4573,35,50,2,4,0,6,4,1,<=50K
4574,38,40,2,1,2,11,4,1,<=50K
4575,29,40,2,6,2,9,4,1,>50K
4576,56,45,2,7,2,2,4,1,>50K
4577,41,80,2,1,0,3,4,0,<=50K
4578,62,45,0,3,2,11,4,1,>50K
4579,25,42,2,6,1,11,4,1,<=50K
4580,33,75,2,1,2,9,4,1,>50K
4581,26,40,2,6,1,0,4,0,<=50K
4582,43,45,2,6,0,6,4,1,<=50K
4583,53,40,1,3,2,0,4,1,>50K
4584,43,40,2,1,0,7,4,0,<=50K
4585,56,35,2,6,0,2,4,1,<=50K
4586,25,50,2,1,2,11,4,1,<=50K
4587,60,40,2,3,0,9,2,1,<=50K
4588,28,40,2,1,1,0,4,0,<=50K
4589,40,40,2,1,1,0,2,0,<=50K
4590,29,40,2,6,2,2,2,1,<=50K
4591,20,25,2,1,1,2,4,0,<=50K
4592,25,80,2,6,2,2,4,1,>50K
4593,18,10,2,4,1,11,4,0,<=50K
4594,32,35,1,7,2,7,4,1,<=50K
4595,48,16,2,6,3,6,4,0,<=50K
4596,20,25,2,1,1,11,4,0,<=50K
4597,33,50,1,1,1,9,4,0,>50K
4598,21,12,1,1,1,0,4,0,<=50K
4599,43,30,0,6,2,2,4,1,<=50K
4600,35,40,2,1,2,6,4,1,<=50K
4601,39,35,1,1,2,9,4,1,>50K
4602,19,40,2,6,1,11,1,0,<=50K
4603,25,40,2,6,1,7,2,0,<=50K
4604,44,72,2,1,2,13,4,1,>50K
4605,27,40,2,7,1,2,4,1,<=50K
4606,39,40,2,6,2,0,4,0,>50K
4607,69,40,2,4,1,2,4,1,<=50K
4608,37,40,2,5,4,7,4,0,<=50K
4609,43,39,1,1,0,9,4,0,<=50K
4610,34,40,1,3,2,9,2,0,>50K
4611,31,48,0,1,2,6,4,1,<=50K
4612,42,60,1,2,0,9,4,0,>50K
4613,26,30,2,6,0,11,4,0,<=50K
4614,39,75,2,1,4,7,4,0,<=50K
4615,25,40,2,1,1,7,4,1,<=50K
4616,54,30,1,1,2,13,2,1,<=50K
4617,44,60,1,3,2,9,4,1,>50K
4618,34,38,1,3,2,9,4,1,>50K
4619,21,40,0,1,1,3,4,1,<=50K
4620,33,40,2,6,1,6,4,1,<=50K
4621,40,40,0,7,2,3,4,0,>50K
4622,44,40,2,3,2,3,4,1,>50K
4623,33,56,1,7,0,10,4,1,<=50K
4624,21,40,1,1,1,0,4,1,<=50K
4625,35,60,0,1,1,7,2,0,<=50K
4626,43,40,2,1,2,11,4,1,>50K
4627,51,45,1,3,2,9,4,1,<=50K
4628,29,40,2,6,2,2,4,1,<=50K
4629,51,40,1,6,4,10,2,1,<=50K
4630,35,40,2,6,2,11,4,1,<=50K
4631,18,20,2,4,1,11,4,1,<=50K
4632,58,50,2,4,2,2,4,1,<=50K
4633,57,40,0,1,2,3,4,1,>50K
4634,19,20,2,6,1,11,4,0,<=50K
4635,37,40,2,1,4,7,4,0,<=50K
4636,38,44,2,6,2,11,4,1,<=50K
4637,45,40,2,1,4,0,4,0,<=50K
4638,38,72,1,1,2,10,4,1,<=50K
4639,30,30,2,6,0,2,4,1,<=50K
4640,46,40,2,1,2,12,4,1,<=50K
4641,60,40,2,6,2,11,4,1,>50K
4642,30,44,2,6,4,13,4,1,<=50K
4643,47,40,2,1,2,2,2,1,>50K
4644,39,40,2,1,1,3,4,0,<=50K
4645,42,45,2,1,2,2,4,1,>50K
4646,27,40,2,1,0,0,4,0,<=50K
4647,44,40,2,1,0,11,4,1,<=50K
4648,33,40,2,1,2,13,4,1,<=50K
4649,54,50,2,1,1,3,4,1,>50K
4650,58,35,0,1,2,4,4,1,<=50K
4651,45,30,2,1,1,13,4,1,<=50K
4652,59,50,2,1,2,6,4,1,<=50K
4653,29,50,2,7,1,8,4,0,<=50K
4654,27,40,2,6,1,6,4,0,<=50K
4655,44,20,2,3,2,12,4,1,>50K
4656,44,40,2,6,2,2,4,1,>50K
4657,33,70,2,1,2,3,4,1,>50K
4658,27,40,2,6,1,2,4,1,<=50K
4659,33,55,2,1,2,3,4,1,>50K
4660,55,40,2,7,0,0,2,0,<=50K
4661,32,60,0,7,2,9,3,1,<=50K
4662,31,45,2,7,2,5,4,1,<=50K
4663,57,60,0,0,2,9,4,1,>50K
4664,30,45,2,1,2,3,4,1,>50K
4665,28,48,2,1,1,11,4,0,<=50K
4666,29,40,2,3,2,9,4,1,>50K
4667,66,3,2,6,1,7,2,0,<=50K
4668,60,45,2,6,2,2,4,1,>50K
4669,31,40,2,1,2,9,4,1,<=50K
4670,26,40,2,6,1,2,4,1,<=50K
4671,24,45,2,6,1,5,4,1,<=50K
4672,29,50,2,1,1,11,4,1,>50K
4673,44,45,2,6,2,12,4,1,>50K
4674,34,55,1,1,2,3,4,1,>50K
4675,59,43,2,1,2,9,4,1,>50K
4676,23,24,2,1,1,3,1,1,<=50K
4677,55,35,1,7,4,9,2,0,<=50K
4678,39,40,0,6,2,3,4,1,>50K
4679,39,40,2,4,1,2,2,1,<=50K
4680,57,75,2,5,0,13,4,1,<=50K
4681,35,40,2,6,0,11,4,0,<=50K
4682,39,48,1,7,2,10,4,1,>50K
4683,47,38,2,6,2,11,4,0,>50K
4684,53,50,1,2,2,0,4,1,>50K
4685,23,25,2,1,1,11,2,1,<=50K
4686,35,50,2,3,1,2,4,1,>50K
4687,44,40,2,1,0,4,4,0,<=50K
4688,28,25,2,6,1,7,4,0,<=50K
4689,23,45,2,6,1,3,4,1,<=50K
4690,49,50,0,1,2,13,4,1,>50K
4691,36,60,2,1,1,2,4,1,<=50K
4692,36,36,2,6,0,7,4,0,<=50K
4693,21,46,2,7,2,0,0,0,>50K
4694,54,40,0,1,2,3,4,1,>50K
4695,43,40,2,1,4,7,2,0,<=50K
4696,35,40,1,1,0,0,4,0,<=50K
4697,31,50,2,1,2,4,4,1,>50K
4698,46,40,2,6,4,11,4,0,<=50K
4699,56,40,2,6,2,7,4,1,<=50K
4700,21,40,2,6,1,0,4,1,<=50K
4701,51,50,2,3,2,3,4,1,>50K
4702,47,20,1,1,0,9,4,1,<=50K
4703,19,30,2,1,1,11,4,0,<=50K
4704,25,40,2,1,1,2,4,1,<=50K
4705,37,60,2,3,2,12,4,1,>50K
4706,35,40,2,4,2,7,2,1,<=50K
4707,40,30,2,6,2,13,4,1,<=50K
4708,57,15,0,4,2,11,4,1,<=50K
4709,38,50,2,6,2,12,4,1,>50K
4710,48,38,2,4,0,11,4,0,<=50K
4711,34,34,2,1,0,7,4,0,<=50K
4712,46,40,1,1,0,13,4,1,<=50K
4713,45,50,1,3,0,10,4,1,<=50K
4714,32,50,0,1,2,9,4,1,>50K
4715,35,48,2,6,1,6,4,1,<=50K
4716,62,39,2,1,1,2,4,0,>50K
4717,50,40,2,7,2,7,4,1,<=50K
4718,25,40,2,1,1,12,4,1,<=50K
4719,41,33,2,1,1,11,2,1,<=50K
4720,35,27,2,6,1,7,4,0,<=50K
4721,33,41,2,1,2,2,4,1,>50K
4722,38,40,2,7,2,3,4,0,>50K
4723,37,40,1,1,1,9,4,1,<=50K
4724,56,40,2,6,2,6,4,1,>50K
4725,19,32,2,5,1,2,4,1,<=50K
4726,31,40,2,4,2,3,4,0,<=50K
4727,72,40,2,5,0,7,2,1,<=50K
4728,54,50,2,6,2,13,4,1,>50K
4729,30,40,2,1,1,6,4,0,<=50K
4730,51,40,2,2,1,9,4,1,>50K
4731,30,50,2,6,2,2,4,1,>50K
4732,30,50,2,1,1,9,4,1,<=50K
4733,32,16,2,1,2,10,2,1,<=50K
4734,30,50,2,1,1,11,4,1,>50K
4735,35,40,2,3,2,0,4,1,<=50K
4736,40,44,2,1,0,0,4,0,>50K
4737,38,40,1,1,0,9,4,0,<=50K
4738,19,30,2,4,1,7,4,0,<=50K
4739,32,44,2,1,1,9,4,1,<=50K
4740,49,40,2,3,4,0,4,0,<=50K
4741,60,35,2,1,2,9,4,1,<=50K
4742,60,40,2,4,2,11,4,1,<=50K
4743,55,80,2,2,2,3,4,1,>50K
4744,24,40,2,6,1,2,4,1,<=50K
4745,53,60,2,3,2,11,4,1,>50K
4746,69,38,1,1,3,0,4,0,<=50K
4747,41,40,2,6,2,0,4,0,>50K
4748,32,40,2,6,1,7,4,0,<=50K
4749,45,40,2,4,2,2,4,1,<=50K
4750,59,40,2,1,0,3,4,1,<=50K
4751,31,35,2,6,1,7,4,0,<=50K
4752,40,37,2,6,4,0,4,0,<=50K
4753,44,40,2,7,2,12,4,1,>50K
4754,63,60,2,1,0,11,4,0,<=50K
4755,31,56,1,1,2,10,4,1,>50K
4756,51,20,2,1,1,0,4,1,<=50K
4757,23,40,2,6,1,11,4,1,<=50K
4758,49,48,2,5,2,6,4,1,<=50K
4759,56,45,2,6,2,2,4,1,<=50K
4760,39,40,2,6,2,2,4,1,>50K
4761,39,50,0,0,2,9,4,1,>50K
4762,30,40,0,6,0,7,4,0,<=50K
4763,31,50,2,1,1,2,4,1,<=50K
4764,44,35,1,3,2,9,4,1,<=50K
4765,43,30,0,0,2,9,4,1,>50K
4766,41,46,2,1,2,0,4,1,>50K
4767,43,40,2,6,2,0,4,1,>50K
4768,47,40,1,1,2,2,4,1,>50K
4769,38,45,0,0,1,9,4,1,>50K
4770,46,40,2,7,2,6,4,1,<=50K
4771,19,40,1,1,1,7,4,0,<=50K
4772,24,45,2,1,2,11,4,1,>50K
4773,39,65,0,1,2,4,4,1,<=50K
4774,37,30,2,7,0,6,4,0,<=50K
4775,40,40,2,6,0,2,4,1,<=50K
4776,27,40,2,7,1,11,4,0,<=50K
4777,22,40,2,6,1,0,4,0,<=50K
4778,21,12,2,1,1,5,4,1,<=50K
4779,32,40,2,6,2,3,4,0,<=50K
4780,20,40,2,6,4,6,4,1,<=50K
4781,45,48,2,3,0,13,4,1,>50K
4782,46,40,1,0,2,10,4,1,>50K
4783,46,45,2,7,0,3,4,0,<=50K
4784,26,44,2,1,1,10,4,1,<=50K
4785,47,60,0,1,2,3,4,1,<=50K
4786,22,10,2,1,1,9,4,0,<=50K
4787,34,60,0,6,2,3,4,1,<=50K
4788,20,25,2,1,1,5,4,1,<=50K
4789,28,45,2,6,2,6,4,1,<=50K
4790,30,40,2,4,2,6,2,1,<=50K
4791,23,40,2,6,2,2,4,1,<=50K
4792,42,40,2,6,4,0,4,0,<=50K
4793,60,40,0,5,2,2,4,1,<=50K
4794,30,50,2,1,1,9,4,1,<=50K
4795,27,48,2,1,2,13,4,1,<=50K
4796,20,32,2,4,1,11,4,0,<=50K
4797,56,40,0,1,2,9,4,1,>50K
4798,41,60,2,1,2,3,4,1,>50K
4799,61,40,2,6,2,6,4,1,<=50K
4800,47,40,2,6,0,3,2,0,>50K
4801,60,37,2,4,2,6,4,1,<=50K
4802,33,50,2,4,2,6,4,1,<=50K
4803,56,40,2,6,2,5,4,1,>50K
4804,50,55,2,7,2,13,4,1,>50K
4805,57,40,0,3,2,9,4,1,>50K
4806,20,40,2,1,1,0,3,0,<=50K
4807,46,36,2,7,0,12,4,0,<=50K
4808,21,40,2,1,1,9,4,0,<=50K
4809,37,40,2,6,2,3,4,1,<=50K
4810,42,40,2,1,2,12,4,1,<=50K
4811,20,30,2,6,1,7,4,0,<=50K
4812,54,50,2,2,2,9,4,1,>50K
4813,32,22,1,6,2,13,4,0,<=50K
4814,50,40,2,1,2,2,4,1,>50K
4815,49,40,1,1,1,0,2,0,<=50K
4816,48,50,2,7,2,13,4,1,<=50K
4817,24,40,2,1,1,11,2,0,<=50K
4818,42,40,2,6,0,7,4,0,<=50K
4819,52,40,0,1,2,2,4,1,<=50K
4820,58,40,1,7,3,0,2,0,<=50K
4821,37,40,2,1,0,12,0,0,<=50K
4822,34,40,2,6,2,2,4,1,<=50K
4823,26,40,2,1,2,0,4,1,<=50K
4824,18,20,2,1,1,0,4,0,<=50K
4825,33,40,2,1,1,9,2,1,<=50K
4826,41,15,2,1,0,11,4,0,<=50K
4827,21,20,2,7,1,0,4,0,<=50K
4828,23,40,2,7,1,12,4,0,<=50K
4829,26,40,1,1,1,12,4,0,<=50K
4830,33,40,2,1,2,7,4,0,<=50K
4831,24,45,2,1,1,3,4,0,<=50K
4832,61,40,2,5,0,7,4,0,<=50K
4833,35,40,2,6,2,6,4,1,<=50K
4834,35,40,2,6,2,2,4,1,>50K
4835,45,55,0,6,2,3,4,1,>50K
4836,43,40,1,6,2,3,4,1,>50K
4837,51,40,2,6,2,10,4,1,>50K
4838,35,40,2,1,2,13,4,1,<=50K
4839,22,40,2,1,1,0,4,1,<=50K
4840,49,60,0,7,2,3,4,1,>50K
4841,20,20,2,6,1,2,4,1,<=50K
4842,19,40,2,4,0,7,4,0,<=50K
4843,27,40,2,6,1,2,4,1,<=50K
4844,42,45,2,7,0,9,4,0,<=50K
4845,23,35,0,1,1,4,4,1,<=50K
4846,20,10,2,1,1,12,4,0,<=50K
4847,47,50,2,6,2,13,4,1,<=50K
4848,17,18,2,4,1,7,2,1,<=50K
4849,39,40,2,1,0,11,4,0,<=50K
4850,31,43,2,7,2,3,2,0,<=50K
4851,53,40,2,7,2,3,4,1,>50K
4852,34,45,2,1,4,2,4,1,<=50K
4853,45,60,0,1,2,3,4,1,<=50K
4854,34,45,2,6,2,11,4,1,<=50K
4855,35,40,2,3,2,11,4,1,>50K
4856,36,48,2,1,1,7,4,1,<=50K
4857,45,45,2,1,3,7,4,0,<=50K
4858,37,60,0,1,2,3,4,1,<=50K
4859,53,40,2,7,2,6,4,1,>50K
4860,35,50,2,3,2,9,4,0,>50K
4861,65,40,0,1,2,11,4,1,<=50K
4862,49,70,0,4,0,4,4,1,<=50K
4863,24,40,2,6,1,5,4,1,<=50K
4864,54,40,2,1,2,2,4,1,<=50K
4865,17,12,2,4,1,11,4,0,<=50K
4866,19,16,2,4,1,7,4,1,<=50K
4867,60,40,2,6,3,6,4,0,<=50K
4868,46,35,2,1,2,3,4,1,>50K
4869,26,40,2,1,1,3,2,0,<=50K
4870,37,55,0,6,0,3,4,1,<=50K
4871,41,38,2,3,2,9,4,1,>50K
4872,30,40,2,1,0,3,4,1,<=50K
4873,19,30,2,1,1,0,4,0,<=50K
4874,22,24,2,1,1,13,4,0,<=50K
4875,18,6,2,4,1,7,4,1,<=50K
4876,21,40,2,6,1,5,4,1,<=50K
4877,47,50,2,1,2,13,4,1,<=50K
4878,33,36,2,6,1,7,0,0,<=50K
4879,39,40,2,6,0,2,4,1,<=50K
4880,67,8,0,1,2,3,4,1,>50K
4881,19,24,2,1,1,7,4,1,<=50K
4882,18,11,2,4,1,7,4,1,<=50K
4883,36,40,2,6,1,0,2,1,<=50K
4884,23,25,2,1,1,6,4,1,<=50K
4885,73,40,0,6,2,4,4,1,<=50K
4886,35,40,2,1,2,2,4,1,<=50K
4887,31,40,2,7,2,2,4,1,>50K
4888,20,40,2,4,1,6,4,1,<=50K
4889,20,40,2,6,1,0,4,0,<=50K
4890,66,30,0,4,2,11,4,1,<=50K
4891,66,50,2,3,2,11,4,1,<=50K
4892,64,35,2,3,1,9,4,0,<=50K
4893,48,53,2,1,0,13,4,1,<=50K
4894,24,40,2,1,1,9,4,0,<=50K
4895,51,60,0,6,2,4,4,1,<=50K
4896,25,60,2,1,2,2,4,1,>50K
4897,33,20,2,4,4,11,4,0,<=50K
4898,50,50,2,6,2,6,4,1,<=50K
4899,34,38,1,1,2,9,4,1,>50K
4900,41,40,1,5,1,7,2,0,<=50K
4901,30,40,0,1,2,6,4,1,<=50K
4902,59,40,2,1,0,2,4,1,<=50K
4903,41,40,0,1,2,6,4,1,>50K
4904,36,45,0,3,1,11,4,1,>50K
4905,28,30,2,6,1,7,0,1,<=50K
4906,19,40,2,6,1,2,4,1,<=50K
4907,28,45,2,1,2,13,4,1,<=50K
4908,62,40,2,4,2,6,2,1,<=50K
4909,36,45,2,3,2,11,4,1,>50K
4910,42,50,0,6,0,11,4,1,<=50K
4911,43,40,0,6,2,2,4,1,<=50K
4912,29,40,2,6,2,2,4,1,<=50K
4913,32,50,1,6,1,3,4,1,<=50K
4914,64,40,1,4,1,0,4,1,<=50K
4915,39,20,2,1,2,9,4,0,>50K
4916,26,20,2,1,1,11,2,0,<=50K
4917,19,30,2,6,1,7,4,1,<=50K
4918,21,45,2,6,1,0,4,0,<=50K
4919,32,40,2,1,1,0,4,0,<=50K
4920,30,45,1,7,2,10,4,1,<=50K
4921,26,50,2,1,1,0,4,0,<=50K
4922,20,15,2,1,1,0,1,0,<=50K
4923,19,30,2,1,1,13,4,1,<=50K
4924,33,42,1,1,2,0,4,1,>50K
4925,29,45,2,6,2,2,4,1,<=50K
4926,42,40,2,6,2,3,4,0,<=50K
4927,30,50,0,6,2,11,4,1,<=50K
4928,63,20,2,6,2,13,1,0,<=50K
4929,34,40,2,6,2,5,4,1,<=50K
4930,60,24,0,1,2,2,4,1,<=50K
4931,48,50,2,6,2,7,4,1,<=50K
4932,25,50,2,1,1,3,4,1,<=50K
4933,27,40,2,7,2,0,2,0,<=50K
4934,55,55,0,6,0,2,4,1,>50K
4935,32,40,2,1,1,6,2,0,<=50K
4936,25,50,2,6,1,3,4,1,<=50K
4937,18,16,2,4,1,7,4,0,<=50K
4938,24,44,1,1,2,0,4,0,<=50K
4939,29,40,2,1,1,3,4,0,<=50K
4940,39,40,2,6,2,2,4,1,>50K
4941,33,40,0,3,2,2,4,1,<=50K
4942,57,40,2,6,0,6,4,0,>50K
4943,22,40,2,4,4,7,4,0,<=50K
4944,33,60,2,6,2,13,4,1,<=50K
4945,42,40,2,6,2,2,4,1,<=50K
4946,43,45,2,1,4,9,4,1,<=50K
4947,57,38,0,1,2,12,4,1,>50K
4948,42,40,2,3,0,9,4,1,<=50K
4949,22,30,2,1,1,13,4,1,<=50K
4950,42,50,0,1,2,11,4,1,>50K
4951,39,55,2,1,2,11,4,1,<=50K
4952,41,32,2,1,2,9,4,0,>50K
4953,20,40,1,6,1,5,2,1,<=50K
4954,47,40,2,1,2,2,4,1,<=50K
4955,44,40,2,1,0,0,4,0,<=50K
4956,29,40,2,1,1,0,2,0,<=50K
4957,52,16,2,1,4,0,4,0,>50K
4958,71,35,2,1,3,11,4,1,>50K
4959,52,55,2,6,1,2,4,1,<=50K
4960,36,40,2,6,2,11,4,1,<=50K
4961,53,48,2,1,0,2,4,1,>50K
4962,37,30,2,6,2,7,4,0,>50K
4963,26,40,2,4,1,5,4,1,<=50K
4964,34,55,2,1,2,9,4,1,>50K
4965,35,50,2,1,1,9,4,1,>50K
4966,20,40,2,4,1,11,4,0,<=50K
4967,34,40,1,1,2,2,4,1,<=50K
4968,56,60,0,1,2,3,4,1,<=50K
4969,39,36,2,1,2,9,4,0,>50K
4970,24,20,2,1,1,12,4,0,<=50K
4971,24,35,2,4,0,11,4,0,<=50K
4972,23,50,2,1,1,9,4,1,<=50K
4973,27,45,2,1,1,9,4,1,<=50K
4974,25,40,2,6,1,0,4,0,<=50K
4975,29,40,2,1,1,0,4,0,<=50K
4976,42,37,2,1,2,6,4,0,>50K
4977,51,40,2,6,2,2,4,1,<=50K
4978,31,40,2,7,2,2,4,1,<=50K
4979,29,40,2,6,2,7,4,0,<=50K
4980,18,20,2,6,1,0,4,0,<=50K
4981,24,36,2,6,2,2,4,0,<=50K
4982,38,40,1,1,4,3,4,1,<=50K
4983,34,50,0,6,4,3,4,1,<=50K
4984,42,70,0,1,2,3,4,1,>50K
4985,45,35,0,4,0,2,2,1,<=50K
4986,21,40,2,7,1,13,4,1,<=50K
4987,32,40,2,6,1,6,2,1,<=50K
4988,45,40,2,1,1,9,4,1,>50K
4989,42,16,2,6,2,2,4,1,<=50K
4990,32,40,2,6,0,7,4,0,<=50K
4991,49,40,2,6,2,6,4,1,<=50K
4992,28,45,2,1,2,3,4,1,<=50K
4993,32,35,2,6,1,4,4,1,<=50K
4994,37,50,0,4,1,13,4,1,>50K
4995,44,25,1,6,0,13,4,1,<=50K
4996,19,40,2,6,1,13,4,1,<=50K
4997,24,40,2,1,1,9,4,0,<=50K
4998,58,50,2,6,2,3,4,1,>50K
4999,56,40,2,1,3,7,4,0,<=50K
5000,37,40,2,4,0,2,4,0,<=50K
5001,43,40,2,1,0,6,4,1,<=50K
5002,32,40,2,6,2,2,4,1,<=50K
5003,34,40,2,1,1,11,2,0,<=50K
5004,44,50,2,4,0,7,4,0,<=50K
5005,28,40,2,6,1,5,4,1,<=50K
5006,35,35,2,6,0,7,4,0,<=50K
5007,38,40,2,6,2,6,4,1,<=50K
5008,26,40,2,1,1,12,4,0,<=50K
5009,20,60,2,4,1,13,4,1,<=50K
5010,40,45,2,6,0,2,4,1,<=50K
5011,23,40,2,6,1,2,4,1,<=50K
5012,79,7,1,4,2,3,4,1,<=50K
5013,44,42,2,4,0,0,3,0,<=50K
5014,51,50,2,3,2,9,4,0,>50K
5015,30,40,2,6,2,6,4,1,<=50K
5016,52,48,2,7,2,11,4,1,>50K
5017,50,45,2,1,0,3,4,1,>50K
5018,51,40,2,7,2,12,4,1,>50K
5019,41,40,2,6,1,6,4,1,<=50K
5020,35,30,2,1,2,11,4,0,>50K
5021,34,40,2,1,2,3,4,1,>50K
5022,28,45,2,1,1,9,4,1,<=50K
5023,31,40,0,7,0,11,4,1,<=50K
5024,22,40,2,6,1,5,4,1,<=50K
5025,65,40,2,6,2,11,4,1,>50K
5026,39,50,0,6,2,11,4,1,>50K
5027,23,40,2,1,1,12,4,1,<=50K
5028,29,50,0,7,2,11,4,1,<=50K
5029,57,60,0,4,0,3,4,1,>50K
5030,47,35,2,1,3,7,4,0,<=50K
5031,51,60,1,6,2,13,2,1,<=50K
5032,34,40,2,6,2,5,2,1,<=50K
5033,52,60,2,6,2,3,4,1,>50K
5034,29,40,2,6,2,9,4,1,>50K
5035,29,40,2,6,2,2,4,1,<=50K
5036,25,40,1,1,2,4,4,1,<=50K
5037,21,40,2,1,1,7,4,0,<=50K
5038,38,40,2,1,4,9,4,0,<=50K
5039,55,50,0,6,2,11,4,1,>50K
5040,61,30,0,1,4,11,4,0,<=50K
5041,34,60,2,7,1,0,1,0,>50K
5042,41,40,2,1,2,0,4,1,<=50K
5043,27,43,1,7,1,0,4,1,<=50K
5044,78,20,0,1,1,3,4,1,>50K
5045,40,40,2,6,2,13,4,1,>50K
5046,26,75,0,5,2,13,4,1,<=50K
5047,26,48,0,1,1,7,4,0,<=50K
5048,43,68,0,6,2,11,4,1,>50K
5049,52,55,0,6,2,2,4,1,>50K
5050,61,5,2,6,2,0,4,0,<=50K
5051,42,40,2,1,1,11,4,1,<=50K
5052,21,40,2,7,1,0,4,0,<=50K
5053,44,40,2,6,2,13,0,1,<=50K
5054,33,40,1,7,0,7,4,1,<=50K
5055,22,40,2,4,1,0,4,0,<=50K
5056,43,24,2,6,0,6,4,0,<=50K
5057,45,42,0,6,0,3,4,1,<=50K
5058,42,42,2,6,0,11,4,0,<=50K
5059,56,40,2,4,0,2,4,1,<=50K
5060,40,32,2,7,0,0,2,0,<=50K
5061,31,55,2,1,2,11,4,1,<=50K
5062,26,40,2,1,2,9,4,1,<=50K
5063,26,40,1,1,1,9,4,1,<=50K
5064,42,70,0,1,2,3,4,1,<=50K
5065,47,50,1,1,2,9,2,1,>50K
5066,33,40,2,1,1,3,4,1,<=50K
5067,37,50,2,6,1,13,2,1,<=50K
5068,48,98,0,6,2,4,4,1,<=50K
5069,57,8,0,4,2,2,4,1,<=50K
5070,47,60,2,1,0,0,4,0,<=50K
5071,58,40,1,4,2,13,4,1,<=50K
5072,55,40,2,4,3,0,4,0,<=50K
5073,52,55,2,1,2,2,4,1,<=50K
5074,29,40,2,1,1,9,4,1,<=50K
5075,42,40,2,3,1,9,4,0,<=50K
5076,23,60,2,6,0,2,4,1,<=50K
5077,23,30,2,4,1,7,4,0,<=50K
5078,46,60,0,7,2,3,4,1,<=50K
5079,30,40,2,1,1,6,4,1,<=50K
5080,43,70,0,1,2,9,4,0,>50K
5081,25,30,2,1,1,0,4,0,<=50K
5082,32,80,2,6,2,13,4,1,>50K
5083,56,40,2,4,2,13,2,1,<=50K
5084,33,43,2,6,2,13,4,1,<=50K
5085,19,10,1,1,1,0,4,1,<=50K
5086,20,18,2,1,1,11,4,0,<=50K
5087,34,40,2,1,2,0,4,1,<=50K
5088,34,40,2,4,0,7,4,0,<=50K
5089,55,40,0,6,2,2,4,1,<=50K
5090,55,23,2,4,2,12,4,0,<=50K
5091,31,45,2,1,1,11,4,1,<=50K
5092,30,40,2,6,0,7,4,0,<=50K
5093,31,40,2,6,0,7,4,1,<=50K
5094,51,40,2,6,4,6,4,1,<=50K
5095,59,40,2,6,2,2,4,1,<=50K
5096,58,36,2,6,0,0,2,0,<=50K
5097,40,40,2,4,2,5,4,1,<=50K
5098,54,40,2,6,2,2,2,1,<=50K
5099,25,40,1,1,2,9,4,1,>50K
5100,18,30,0,4,1,4,4,1,<=50K
5101,41,40,2,1,2,2,4,1,<=50K
5102,57,40,2,4,3,7,4,0,<=50K
5103,37,40,2,6,2,3,4,1,>50K
5104,46,24,2,6,1,7,4,0,<=50K
5105,39,38,2,6,1,7,4,0,<=50K
5106,19,40,2,6,1,2,4,0,<=50K
5107,41,40,2,7,2,6,4,1,<=50K
5108,54,41,2,6,1,0,4,1,<=50K
5109,39,40,2,3,2,3,4,1,>50K
5110,41,40,2,6,2,2,4,1,>50K
5111,26,30,2,0,1,9,4,0,<=50K
5112,57,50,0,6,2,0,4,1,<=50K
5113,33,40,1,1,2,10,4,1,>50K
5114,56,40,2,1,2,3,4,1,>50K
5115,60,40,2,6,2,6,4,1,<=50K
5116,22,70,2,6,1,13,4,1,<=50K
5117,58,40,2,4,2,13,4,1,<=50K
5118,48,50,1,3,4,3,4,0,>50K
5119,45,55,1,3,2,9,4,1,>50K
5120,18,40,2,6,1,11,1,0,<=50K
5121,56,40,2,6,3,7,4,0,<=50K
5122,48,60,0,6,2,2,4,1,>50K
5123,38,32,2,6,0,7,4,1,<=50K
5124,58,40,2,1,0,0,4,0,<=50K
5125,23,50,2,1,1,3,4,1,<=50K
5126,51,45,2,1,0,9,4,1,<=50K
5127,44,70,2,6,2,4,4,1,<=50K
5128,46,40,1,1,0,12,4,1,<=50K
5129,64,40,1,1,2,0,4,1,<=50K
5130,31,40,2,1,2,0,4,1,<=50K
5131,36,50,2,7,2,11,4,1,>50K
